0.000000, i_d, i_q, i_d_ref, i_q_ref
0.096720, -5, 3, 0, 0
0.096928, 0, 13, 0, 0
0.097120, -6, 29, 0, 0
0.097322, -5, 3, 0, 0
0.097520, -17, 9, 0, 0
0.097720, 40, -35, 0, 0
0.097928, 0, -13, 0, 0
0.098120, 0, 13, 0, 0
0.098322, -40, 87, 0, 0
0.098528, -6, 16, 0, 0
0.098720, -22, 0, 0, 0
0.098920, -6, 29, 0, 0
0.099120, -5, 3, 0, 0
0.099328, -6, 29, 0, 0
0.099520, -5, 16, 0, 0
0.099720, -4, -75, 0, 0
0.099920, -11, 6, 0, 0
0.000130, -5, 3, 0, 0
0.000320, 0, 26, 0, 0
0.000528, 0, 13, 0, 0
0.000720, 0, 26, 0, 0
0.000928, -6, 16, 0, 0
0.001122, 34, -78, 0, 0
0.001320, 0, 13, 0, 0
0.001520, -5, 3, 0, 0
0.001730, -5, -9, 0, 0
0.001930, -6, 16, 0, 0
0.002120, 0, 0, 0, 0
0.002320, -6, 16, 0, 0
0.002520, -5, -9, 0, 0
0.002720, -5, 3, 0, 0
0.002920, -5, 16, 0, 0
0.003120, 11, 6, 0, 0
0.003330, 0, 13, 0, 0
0.003528, -5, -9, 0, 0
0.003720, -5, 3, 0, 0
0.003920, 0, 13, 0, 0
0.004120, 0, 0, 0, 0
0.004320, -5, 16, 0, 0
0.004520, -5, -22, 0, 0
0.004720, -5, 3, 0, 0
0.004920, -28, 28, 0, 0
0.005120, -6, 16, 0, 0
0.005320, -6, 29, 0, 0
0.005520, -5, 16, 0, 0
0.005728, 40, -34, 0, 0
0.005920, 39, 4, 0, 0
0.006130, -6, 29, 0, 0
0.006328, -17, 22, 0, 0
0.006520, 0, 13, 0, 0
0.006730, 0, 13, 0, 0
0.006920, -5, 3, 0, 0
0.007120, 0, -13, 0, 0
0.007330, -6, 16, 0, 0
0.007520, -4, -36, 0, 0
0.007720, 0, -26, 0, 0
0.007920, 5, 22, 0, 0
0.008120, 0, 13, 0, 0
0.008320, 39, -9, 0, 0
0.008520, -5, 16, 0, 0
0.008720, 0, -13, 0, 0
0.008920, -6, 16, 0, 0
0.009128, -5, 3, 0, 0
0.009328, -5, 3, 0, 0
0.009520, -5, 3, 0, 0
0.009720, -5, 16, 0, 0
0.009920, 0, -13, 0, 0
0.010128, -6, 29, 0, 0
0.010328, -6, 16, 0, 0
0.010530, 0, 0, 0, 0
0.010720, -34, 45, 0, 0
0.010930, -6, 22, 0, 0
0.011128, 0, 0, 0, 0
0.011320, 0, -13, 0, 0
0.011522, -5, -9, 0, 0
0.011720, -6, 29, 0, 0
0.011920, 0, -13, 0, 0
0.012120, -5, 3, 0, 0
0.012320, 0, 13, 0, 0
0.012520, -6, 29, 0, 0
0.012720, -5, 3, 0, 0
0.012928, 16, 3, 0, 0
0.013120, -6, 16, 0, 0
0.013320, -5, 3, 0, 0
0.013520, -5, 3, 0, 0
0.013720, 0, -13, 0, 0
0.013920, -5, 16, 0, 0
0.014120, 0, 0, 0, 0
0.014320, -5, -9, 0, 0
0.014528, -6, 16, 0, 0
0.014728, 5, 9, 0, 0
0.014922, -5, 3, 0, 0
0.015128, -5, -9, 0, 0
0.015328, 13, -84, 0, 0
0.015520, -6, 29, 0, 0
0.015720, -23, 25, 0, 0
0.015920, 40, -35, 0, 0
0.016120, 0, 13, 0, 0
0.016328, 23, -12, 0, 0
0.016520, 5, -3, 0, 0
0.016728, 40, -34, 0, 0
0.016922, -5, 29, 0, 0
0.017120, -5, -22, 0, 0
0.017320, -6, 29, 0, 0
0.017520, 0, 13, 0, 0
0.017728, -5, -9, 0, 0
0.017928, 0, 0, 0, 0
0.018120, 0, -26, 0, 0
0.018320, 0, 0, 0, 0
0.018520, -5, 3, 0, 0
0.018920, -6, 16, 0, 0
0.019120, 39, -22, 0, 0
0.019330, -5, -9, 0, 0
0.019520, -5, 3, 0, 0
0.019728, 40, -21, 0, 0
0.019928, -11, 19, 0, 0
0.020128, 8, -120, 0, 0
0.020320, 0, 0, 0, 0
0.020530, 0, 0, 0, 0
0.020720, 39, 3, 0, 0
0.020920, -17, 35, 0, 0
0.021120, -96, 27, 0, 0
0.021328, 40, -34, 0, 0
0.021528, -81, 82, 0, 0
0.021720, 0, 0, 0, 0
0.021920, 0, 0, 0, 0
0.022120, 39, 4, 0, 0
0.022328, 18, -48, 0, 0
0.022528, -5, 3, 0, 0
0.022722, 0, 0, 0, 0
0.022928, -5, 3, 0, 0
0.023120, -4, -75, 0, 0
0.023320, 0, 13, 0, 0
0.023520, 5, -16, 0, 0
0.023728, -5, -9, 0, 0
0.023920, 0, 0, 0, 0
0.024120, -28, 28, 0, 0
0.024320, 39, -22, 0, 0
0.024530, -6, 29, 0, 0
0.024720, 0, 0, 0, 0
0.024920, -45, 38, 0, 0
0.025120, -5, -9, 0, 0
0.025330, -6, 16, 0, 0
0.025528, 0, 0, 0, 0
0.025720, 5, 9, 0, 0
0.025928, 11, -19, 0, 0
0.026120, -5, 16, 0, 0
0.026320, -5, -9, 0, 0
0.026520, -5, 3, 0, 0
0.026728, -17, 22, 0, 0
0.026920, -22, 12, 0, 0
0.027120, -5, 3, 0, 0
0.027330, 0, 0, 0, 0
0.027520, -5, 3, 0, 0
0.027720, 17, -9, 0, 0
0.027920, 0, -26, 0, 0
0.028120, -5, -9, 0, 0
0.028320, -17, 9, 0, 0
0.028520, -6, 16, 0, 0
0.028720, 0, 0, 0, 0
0.028930, -6, 29, 0, 0
0.029120, 0, 13, 0, 0
0.029322, -11, 32, 0, 0
0.029520, -11, 6, 0, 0
0.029720, -6, 29, 0, 0
0.029920, -6, 16, 0, 0
0.030130, 0, 13, 0, 0
0.030320, 16, 3, 0, 0
0.030520, -46, 38, 0, 0
0.030720, 0, -26, 0, 0
0.030920, -5, 3, 0, 0
0.031122, 0, 0, 0, 0
0.031328, 0, -13, 0, 0
0.031520, 0, 26, 0, 0
0.031720, 17, -35, 0, 0
0.031930, -5, 3, 0, 0
0.032120, 0, 0, 0, 0
0.032320, 0, 0, 0, 0
0.032520, -5, 3, 0, 0
0.032720, -6, 16, 0, 0
0.032920, -6, 16, 0, 0
0.033120, -6, 16, 0, 0
0.033328, 5, -3, 0, 0
0.033520, -5, -9, 0, 0
0.033720, -5, 16, 0, 0
0.033920, -6, 29, 0, 0
0.034120, 34, -25, 0, 0
0.034328, -5, 3, 0, 0
0.034530, 0, 13, 0, 0
0.034728, 0, 13, 0, 0
0.034920, 11, 6, 0, 0
0.035120, -17, 22, 0, 0
0.035320, -5, 3, 0, 0
0.035528, -5, 3, 0, 0
0.035720, 40, -21, 0, 0
0.035928, -28, 15, 0, 0
0.036130, 11, 6, 0, 0
0.036320, -5, -9, 0, 0
0.036520, 0, 13, 0, 0
0.036728, -10, -19, 0, 0
0.036920, -5, -9, 0, 0
0.037320, 0, 13, 0, 0
0.037520, 0, 0, 0, 0
0.037720, 11, -6, 0, 0
0.037920, -5, -9, 0, 0
0.038120, -11, 12, 0, 0
0.038320, -11, 6, 0, 0
0.038520, 6, -16, 0, 0
0.038720, -5, -9, 0, 0
0.038920, -5, -9, 0, 0
0.039130, -5, 3, 0, 0
0.039328, -5, -9, 0, 0
0.039520, -5, -9, 0, 0
0.039720, 0, 0, 0, 0
0.039930, 0, -6, 0, 0
0.040120, 5, -3, 0, 0
0.040328, 0, -13, 0, 0
0.040520, 0, 0, 0, 0
0.040720, -7, 107, 0, 0
0.040920, 39, 4, 0, 0
0.041120, 0, 0, 0, 0
0.041320, 0, 0, 0, 0
0.041520, -5, -9, 0, 0
0.041720, 0, -13, 0, 0
0.041920, 40, -21, 0, 0
0.042120, 0, -13, 0, 0
0.042328, -6, 16, 0, 0
0.042520, 11, -19, 0, 0
0.042720, -5, 16, 0, 0
0.042920, -6, 16, 0, 0
0.043120, -6, 29, 0, 0
0.043328, -5, 3, 0, 0
0.043528, -5, 3, 0, 0
0.043730, -6, 16, 0, 0
0.043928, -5, -9, 0, 0
0.044120, -5, 3, 0, 0
0.044320, 5, -16, 0, 0
0.044530, 0, 13, 0, 0
0.044728, 0, -13, 0, 0
0.044920, -5, 3, 0, 0
0.045120, -6, 16, 0, 0
0.045320, 11, -19, 0, 0
0.045520, 22, -12, 0, 0
0.045728, 4, 23, 0, 0
0.045920, 5, 9, 0, 0
0.046120, -5, 16, 0, 0
0.046320, 17, -35, 0, 0
0.046520, -6, 16, 0, 0
0.046728, 39, -8, 0, 0
0.046928, -5, 3, 0, 0
0.047122, -5, -9, 0, 0
0.047328, -6, 29, 0, 0
0.047528, 0, 13, 0, 0
0.047720, -5, -9, 0, 0
0.047928, -11, 6, 0, 0
0.048120, -17, 48, 0, 0
0.048330, 40, -21, 0, 0
0.048520, -5, 3, 0, 0
0.048720, -5, 16, 0, 0
0.048920, 40, -21, 0, 0
0.049120, -28, 2, 0, 0
0.049320, -17, 48, 0, 0
0.049520, 5, -16, 0, 0
0.049720, -6, 16, 0, 0
0.049920, -5, -9, 0, 0
0.050120, -5, 16, 0, 0
0.050320, 38, 82, 0, 0
0.050528, -5, -9, 0, 0
0.050728, -45, 24, 0, 0
0.050920, -5, -22, 0, 0
0.051120, 0, 26, 0, 0
0.051330, 5, -3, 0, 0
0.051520, 0, 26, 0, 0
0.051720, -45, 0, 0, 0
0.051928, -5, 3, 0, 0
0.052120, -5, -9, 0, 0
0.052328, 0, 0, 0, 0
0.052520, -5, -9, 0, 0
0.052720, -6, 29, 0, 0
0.052920, 0, -19, 0, 0
0.053130, 2, -78, 0, 0
0.053320, 0, 0, 0, 0
0.053520, -5, 3, 0, 0
0.053728, 6, -16, 0, 0
0.053920, -6, 16, 0, 0
0.054130, 0, 0, 0, 0
0.054328, -6, 16, 0, 0
0.054520, -5, -9, 0, 0
0.054720, 0, 0, 0, 0
0.054920, -5, 3, 0, 0
0.055320, -5, 3, 0, 0
0.055520, -5, 16, 0, 0
0.055728, 0, -13, 0, 0
0.055920, 40, -21, 0, 0
0.056120, -5, -9, 0, 0
0.056320, -6, 29, 0, 0
0.056520, 27, 23, 0, 0
0.056720, -5, -36, 0, 0
0.056930, -6, 16, 0, 0
0.057120, -5, 16, 0, 0
0.057320, -5, 3, 0, 0
0.057520, -4, -36, 0, 0
0.057728, 0, -13, 0, 0
0.057920, -5, -9, 0, 0
0.058120, 0, -13, 0, 0
0.058320, 0, -13, 0, 0
0.058530, -6, 16, 0, 0
0.058720, -4, -49, 0, 0
0.058920, 0, 13, 0, 0
0.059130, -5, -9, 0, 0
0.059320, -5, 3, 0, 0
0.059520, 6, -22, 0, 0
0.059720, -5, -9, 0, 0
0.059928, 6, -16, 0, 0
0.060128, 0, 13, 0, 0
0.060320, -120, 79, 0, 0
0.060528, 4, 23, 0, 0
0.060728, -5, -16, 0, 0
0.060928, 11, -6, 0, 0
0.061130, 0, 0, 0, 0
0.061320, 137, -88, 0, 0
0.061522, -5, 3, 0, 0
0.061720, -5, 3, 0, 0
0.061920, -5, -9, 0, 0
0.062120, -5, 3, 0, 0
0.062330, -5, -9, 0, 0
0.062520, 39, -8, 0, 0
0.062720, 22, -25, 0, 0
0.062928, -5, -9, 0, 0
0.063128, -6, 16, 0, 0
0.063320, -5, 16, 0, 0
0.063520, -5, 3, 0, 0
0.063720, 39, -9, 0, 0
0.063930, -5, -9, 0, 0
0.064128, -5, 3, 0, 0
0.064320, 0, 13, 0, 0
0.064520, -6, 16, 0, 0
0.064720, 40, -48, 0, 0
0.064928, 28, -2, 0, 0
0.065128, 0, -13, 0, 0
0.065328, -5, 3, 0, 0
0.065520, -5, 3, 0, 0
0.065720, -5, 16, 0, 0
0.065920, 39, 3, 0, 0
0.066120, 5, 3, 0, 0
0.066328, -6, 29, 0, 0
0.066528, -5, 3, 0, 0
0.066720, -5, 3, 0, 0
0.066920, -5, 3, 0, 0
0.067120, 119, -53, 0, 0
0.067320, 0, -13, 0, 0
0.067528, 86, -59, 0, 0
0.067720, -5, 3, 0, 0
0.067920, -11, 19, 0, 0
0.068120, 0, 0, 0, 0
0.068320, 5, -3, 0, 0
0.068528, 0, 0, 0, 0
0.068720, -6, 16, 0, 0
0.068928, -17, 35, 0, 0
0.069120, 0, 13, 0, 0
0.069320, -108, 60, 0, 0
0.069520, -6, 29, 0, 0
0.069720, 0, 0, 0, 0
0.069930, -5, 3, 0, 0
0.070120, -5, -9, 0, 0
0.070320, -5, -9, 0, 0
0.070520, -5, 3, 0, 0
0.070730, 11, -6, 0, 0
0.070928, -5, 3, 0, 0
0.071120, 0, -13, 0, 0
0.071330, 0, 13, 0, 0
0.071520, 5, -3, 0, 0
0.071728, 28, -2, 0, 0
0.071920, 0, 0, 0, 0
0.072120, 0, -13, 0, 0
0.072320, -5, -9, 0, 0
0.072528, -6, 16, 0, 0
0.072728, -6, 16, 0, 0
0.072920, -6, 16, 0, 0
0.073122, 0, 26, 0, 0
0.073320, -5, 3, 0, 0
0.073520, 5, -3, 0, 0
0.073720, -5, 16, 0, 0
0.073920, 0, 26, 0, 0
0.074120, 5, -3, 0, 0
0.074320, -5, 3, 0, 0
0.074530, 86, -59, 0, 0
0.074720, 0, -39, 0, 0
0.074920, -5, -9, 0, 0
0.075120, -5, -9, 0, 0
0.075328, 0, 26, 0, 0
0.075520, 0, 13, 0, 0
0.075720, 0, 0, 0, 0
0.075920, -5, 3, 0, 0
0.076120, -5, 3, 0, 0
0.076320, -17, 9, 0, 0
0.076520, -11, 19, 0, 0
0.076728, -6, 29, 0, 0
0.076930, -34, 5, 0, 0
0.077128, -11, 6, 0, 0
0.077320, -5, 3, 0, 0
0.077520, -5, 3, 0, 0
0.077728, -5, -9, 0, 0
0.077920, 5, 9, 0, 0
0.078120, -5, 3, 0, 0
0.078320, 39, -22, 0, 0
0.078520, -6, 29, 0, 0
0.078720, -5, 16, 0, 0
0.078920, 6, -16, 0, 0
0.079120, -17, 22, 0, 0
0.079328, -4, -23, 0, 0
0.079520, 5, 9, 0, 0
0.079720, -5, 3, 0, 0
0.079928, 0, 0, 0, 0
0.080128, 0, -13, 0, 0
0.080320, -5, 16, 0, 0
0.080528, -6, 16, 0, 0
0.080730, 11, -19, 0, 0
0.080920, -5, 16, 0, 0
0.081120, -17, 9, 0, 0
0.081320, 22, -12, 0, 0
0.081520, -5, 3, 0, 0
0.081720, -5, -9, 0, 0
0.081928, 6, -22, 0, 0
0.082120, -16, -3, 0, 0
0.082320, -6, 16, 0, 0
0.082520, 39, -9, 0, 0
0.082720, 0, -13, 0, 0
0.082920, -5, -9, 0, 0
0.083120, -5, -9, 0, 0
0.083328, 0, 26, 0, 0
0.083520, 0, 13, 0, 0
0.083722, -5, 16, 0, 0
0.083920, 0, -19, 0, 0
0.084120, -5, 3, 0, 0
0.084320, 0, 13, 0, 0
0.084520, -5, 3, 0, 0
0.084720, -5, 16, 0, 0
0.085120, -5, -9, 0, 0
0.085320, -5, 16, 0, 0
0.085530, -5, 3, 0, 0
0.085720, -5, 3, 0, 0
0.085928, -5, -9, 0, 0
0.086120, 0, -26, 0, 0
0.086320, -5, -9, 0, 0
0.086520, 0, 13, 0, 0
0.086720, 11, -19, 0, 0
0.086920, 0, 0, 0, 0
0.087120, -6, 16, 0, 0
0.087320, -5, -9, 0, 0
0.087520, -6, 16, 0, 0
0.087720, -5, 16, 0, 0
0.087920, 0, -26, 0, 0
0.088120, 0, 0, 0, 0
0.088320, 0, 0, 0, 0
0.088520, -5, 3, 0, 0
0.088720, 11, -6, 0, 0
0.088920, -34, 18, 0, 0
0.089120, 0, 0, 0, 0
0.089320, -5, 3, 0, 0
0.089530, -5, 3, 0, 0
0.089720, 0, 0, 0, 0
0.089928, -5, -9, 0, 0
0.090120, -3, -114, 0, 0
0.090320, -6, 29, 0, 0
0.090528, -29, 41, 0, 0
0.090720, 0, -13, 0, 0
0.090928, -4, -36, 0, 0
0.091122, 5, -3, 0, 0
0.091320, 0, -13, 0, 0
0.091520, -6, 29, 0, 0
0.091720, -5, 3, 0, 0
0.091928, 0, 13, 0, 0
0.092120, 0, -13, 0, 0
0.092320, 0, 13, 0, 0
0.092528, -5, -9, 0, 0
0.092722, 0, 0, 0, 0
0.092920, 10, 19, 0, 0
0.093120, 0, 26, 0, 0
0.093330, -5, 3, 0, 0
0.093520, 39, -22, 0, 0
0.093720, 0, 13, 0, 0
0.093920, 5, 9, 0, 0
0.094120, 0, 0, 0, 0
0.094328, -47, 83, 0, 0
0.094528, 0, 13, 0, 0
0.094720, -34, 5, 0, 0
0.094920, 0, 13, 0, 0
0.095120, 85, -34, 0, 0
0.095320, 0, 0, 0, 0
0.095520, -5, 3, 0, 0
0.095728, -5, 3, 0, 0
0.095930, 0, -13, 0, 0
0.096128, 0, 0, 0, 0
0.096320, -5, 3, 0, 0
0.096520, -5, -9, 0, 0
0.096720, -80, 43, 0, 0
0.096920, -6, 16, 0, 0
0.097130, 0, 26, 0, 0
0.097320, -34, 19, 0, 0
0.097528, 0, 0, 0, 0
0.097730, -5, 3, 0, 0
0.097920, 0, 13, 0, 0
0.098120, -11, 19, 0, 0
0.098320, -6, 29, 0, 0
0.098520, -5, -9, 0, 0
0.098728, -17, 9, 0, 0
0.098920, 0, 13, 0, 0
0.099120, -11, 6, 0, 0
0.099328, 0, 0, 0, 0
0.099520, -5, -9, 0, 0
0.099720, 40, -35, 0, 0
0.099920, 0, -13, 0, 0
0.000128, 0, 13, 0, 0
0.000330, -5, 3, 0, 0
0.000528, -5, 3, 0, 0
0.000722, 39, -35, 0, 0
0.000920, 0, -26, 0, 0
0.001120, 10, 19, 0, 0
0.001330, -5, 3, 0, 0
0.001520, 11, 6, 0, 0
0.001720, 0, 26, 0, 0
0.001920, 0, 26, 0, 0
0.002120, 11, -6, 0, 0
0.002328, -34, 18, 0, 0
0.002520, 39, -22, 0, 0
0.002730, -5, -9, 0, 0
0.002920, -6, 16, 0, 0
0.003120, 0, 6, 0, 0
0.003320, -17, 9, 0, 0
0.003520, 0, 13, 0, 0
0.003728, 86, -46, 0, 0
0.003920, 34, -45, 0, 0
0.004128, -6, 16, 0, 0
0.004320, -5, -9, 0, 0
0.004520, 0, -26, 0, 0
0.004720, 0, -13, 0, 0
0.004920, 131, -85, 0, 0
0.005120, 0, -13, 0, 0
0.005320, 0, 0, 0, 0
0.005520, -5, -9, 0, 0
0.005720, -28, 15, 0, 0
0.005920, -17, 22, 0, 0
0.006120, -5, 3, 0, 0
0.006320, 11, -19, 0, 0
0.006520, -5, 16, 0, 0
0.006720, 5, 22, 0, 0
0.006920, -5, -9, 0, 0
0.007128, 40, -21, 0, 0
0.007320, 28, -28, 0, 0
0.007530, -11, 19, 0, 0
0.007720, -5, 3, 0, 0
0.007920, -5, 3, 0, 0
0.008120, 0, 0, 0, 0
0.008328, 0, 0, 0, 0
0.008520, -29, 41, 0, 0
0.008720, -6, 29, 0, 0
0.008920, 0, 0, 0, 0
0.009120, -5, -9, 0, 0
0.009320, 0, -13, 0, 0
0.009520, -5, 3, 0, 0
0.009728, 0, -13, 0, 0
0.009930, -5, -9, 0, 0
0.010120, -51, 54, 0, 0
0.010322, -5, -9, 0, 0
0.010520, 0, 13, 0, 0
0.010730, -5, -9, 0, 0
0.010920, -6, 29, 0, 0
0.011120, -5, -9, 0, 0
0.011330, 13, -84, 0, 0
0.011520, -11, 6, 0, 0
0.011720, -5, -9, 0, 0
0.011920, 0, 26, 0, 0
0.012120, 0, 13, 0, 0
0.012320, -51, 54, 0, 0
0.012520, -17, 9, 0, 0
0.012720, -5, 3, 0, 0
0.012920, 0, -13, 0, 0
0.013120, 0, 13, 0, 0
0.013328, -6, 29, 0, 0
0.013520, 0, 0, 0, 0
0.013720, -5, 3, 0, 0
0.013920, -5, -9, 0, 0
0.014128, 0, 13, 0, 0
0.014320, 0, 0, 0, 0
0.014528, 0, 13, 0, 0
0.014720, 5, -3, 0, 0
0.014920, 17, -35, 0, 0
0.015120, -5, -9, 0, 0
0.015322, -5, 3, 0, 0
0.015520, -6, 29, 0, 0
0.015720, -5, 16, 0, 0
0.015920, 0, 13, 0, 0
0.016120, -6, 16, 0, 0
0.016330, -6, 16, 0, 0
0.016528, 0, -13, 0, 0
0.016720, -5, 16, 0, 0
0.016920, 11, -6, 0, 0
0.017128, -5, 3, 0, 0
0.017320, -6, 29, 0, 0
0.017528, 0, 13, 0, 0
0.017720, -6, 16, 0, 0
0.017920, 0, 0, 0, 0
0.018128, 0, 0, 0, 0
0.018328, 11, 6, 0, 0
0.018520, -6, 16, 0, 0
0.018720, -6, 16, 0, 0
0.018930, -6, 16, 0, 0
0.019120, 0, 13, 0, 0
0.019320, -5, -9, 0, 0
0.019528, -6, 29, 0, 0
0.019720, 0, 0, 0, 0
0.019930, 0, 26, 0, 0
0.020128, 0, 0, 0, 0
0.020520, 0, 26, 0, 0
0.020720, -5, 3, 0, 0
0.020920, 0, -13, 0, 0
0.021120, -5, 3, 0, 0
0.021320, -5, 3, 0, 0
0.021528, 0, 13, 0, 0
0.021720, 0, 13, 0, 0
0.021920, -6, 16, 0, 0
0.022130, 0, -13, 0, 0
0.022320, 0, 0, 0, 0
0.022520, 0, -13, 0, 0
0.022720, -6, 29, 0, 0
0.022928, -4, -23, 0, 0
0.023120, -5, 3, 0, 0
0.023320, -6, 16, 0, 0
0.023520, -5, 3, 0, 0
0.023720, 0, -13, 0, 0
0.023920, -5, 3, 0, 0
0.024120, 5, -3, 0, 0
0.024320, 5, -3, 0, 0
0.024520, -5, -9, 0, 0
0.024720, -6, 29, 0, 0
0.024920, 0, 13, 0, 0
0.025120, -5, 16, 0, 0
0.025320, -5, 3, 0, 0
0.025520, -5, -9, 0, 0
0.025720, 0, 13, 0, 0
0.025920, 0, 13, 0, 0
0.026120, 0, 26, 0, 0
0.026320, 0, 0, 0, 0
0.026520, -6, 16, 0, 0
0.026728, 2, -71, 0, 0
0.026920, -7, 107, 0, 0
0.027120, -17, 22, 0, 0
0.027320, 0, 26, 0, 0
0.027530, -5, 3, 0, 0
0.027720, -5, 16, 0, 0
0.027920, 0, 0, 0, 0
0.028120, 6, -22, 0, 0
0.028320, -142, 92, 0, 0
0.028520, -5, -22, 0, 0
0.028728, 0, -13, 0, 0
0.028920, -5, 3, 0, 0
0.029120, -5, -9, 0, 0
0.029320, 39, -22, 0, 0
0.029520, -5, 3, 0, 0
0.029728, -6, 16, 0, 0
0.030128, -5, -9, 0, 0
0.030320, 11, -6, 0, 0
0.030528, 0, 0, 0, 0
0.030720, 39, 4, 0, 0
0.030930, -6, 16, 0, 0
0.031120, 0, 0, 0, 0
0.031328, 0, 0, 0, 0
0.031520, 0, -19, 0, 0
0.031730, 5, 9, 0, 0
0.031920, 5, 9, 0, 0
0.032120, -6, 16, 0, 0
0.032322, -5, 3, 0, 0
0.032528, -5, -9, 0, 0
0.032720, -5, 3, 0, 0
0.032930, -5, 3, 0, 0
0.033120, -5, 3, 0, 0
0.033320, 0, -13, 0, 0
0.033522, -5, 16, 0, 0
0.033720, -5, 3, 0, 0
0.033928, -6, 16, 0, 0
0.034120, 0, 26, 0, 0
0.034320, -34, 5, 0, 0
0.034520, 0, 0, 0, 0
0.034720, -11, 19, 0, 0
0.034920, -5, 3, 0, 0
0.035130, 0, -13, 0, 0
0.035328, 10, 19, 0, 0
0.035522, 0, 26, 0, 0
0.035720, 0, 0, 0, 0
0.035930, -6, 16, 0, 0
0.036128, 0, 0, 0, 0
0.036320, -5, 16, 0, 0
0.036522, -5, 16, 0, 0
0.036720, -6, 16, 0, 0
0.036928, -5, -9, 0, 0
0.037120, 0, -13, 0, 0
0.037328, 0, 13, 0, 0
0.037520, 0, -13, 0, 0
0.037728, 41, -47, 0, 0
0.037920, -5, 3, 0, 0
0.038120, 0, 0, 0, 0
0.038328, 0, 26, 0, 0
0.038520, -17, 9, 0, 0
0.038720, -5, 3, 0, 0
0.038920, -5, 3, 0, 0
0.039120, 0, 26, 0, 0
0.039320, 0, 13, 0, 0
0.039520, 5, -3, 0, 0
0.039720, -6, 29, 0, 0
0.039928, -6, 16, 0, 0
0.040120, -6, 16, 0, 0
0.040328, 22, -12, 0, 0
0.040522, 0, -13, 0, 0
0.040720, 5, -3, 0, 0
0.040928, -5, -9, 0, 0
0.041120, -5, 3, 0, 0
0.041320, -6, 16, 0, 0
0.041520, 11, 6, 0, 0
0.041720, 0, 13, 0, 0
0.041920, -6, 29, 0, 0
0.042128, 0, -13, 0, 0
0.042320, 45, -12, 0, 0
0.042520, 0, 26, 0, 0
0.042720, -5, -9, 0, 0
0.042920, 0, -6, 0, 0
0.043120, -5, 3, 0, 0
0.043320, 11, -6, 0, 0
0.043520, 0, 0, 0, 0
0.043720, -6, 29, 0, 0
0.043920, -11, 12, 0, 0
0.044120, 39, -22, 0, 0
0.044320, -131, 85, 0, 0
0.044520, 0, 13, 0, 0
0.044720, -52, 80, 0, 0
0.044928, -5, 3, 0, 0
0.045120, -5, -9, 0, 0
0.045320, 0, 26, 0, 0
0.045528, -74, 27, 0, 0
0.045720, 0, -26, 0, 0
0.045928, -46, 37, 0, 0
0.058328, -5, 3, 0, 0
0.058520, 0, -13, 0, 0
0.058720, -5, 3, 0, 0
0.058920, -6, 29, 0, 0
0.059122, -5, 3, 0, 0
0.059328, -5, 3, 0, 0
0.059530, 34, 200, 0, 0
0.059722, 0, -13, 0, 0
0.059928, 0, 0, 0, 0
0.060128, 7, -81, 0, 0
0.060320, 28, -2, 0, 0
0.060530, -6, 29, 0, 0
0.060728, -23, 38, 0, 0
0.060920, 6, -16, 0, 0
0.061128, 22, 0, 0, 0
0.061320, -5, 3, 0, 0
0.061522, 0, 0, 0, 0
0.049720, -11, -19, 0, 0
0.049920, 0, 0, 0, 0
0.050120, -5, 3, 0, 0
0.050320, -5, 3, 0, 0
0.050520, -5, 3, 0, 0
0.050720, -5, 3, 0, 0
0.050920, 0, 0, 0, 0
0.051128, 11, 6, 0, 0
0.051320, -5, 3, 0, 0
0.051520, -5, 3, 0, 0
0.051730, -5, 3, 0, 0
0.051920, 0, 0, 0, 0
0.052120, 0, -13, 0, 0
0.052320, 0, -39, 0, 0
0.052528, 0, 13, 0, 0
0.052720, 23, -25, 0, 0
0.052920, -5, 16, 0, 0
0.053130, 0, 0, 0, 0
0.053320, -5, 3, 0, 0
0.053520, -5, 3, 0, 0
0.053720, -5, -9, 0, 0
0.053928, 5, -3, 0, 0
0.054120, 40, -61, 0, 0
0.054320, 5, -3, 0, 0
0.054520, 37, 108, 0, 0
0.054720, 5, -3, 0, 0
0.054920, -5, 3, 0, 0
0.055128, -6, 29, 0, 0
0.055320, 11, -19, 0, 0
0.055522, 5, 9, 0, 0
0.055720, 5, 22, 0, 0
0.055920, -34, 45, 0, 0
0.056120, 39, 3, 0, 0
0.056322, 0, 13, 0, 0
0.056528, -5, 3, 0, 0
0.056728, 0, 26, 0, 0
0.056920, -5, -9, 0, 0
0.057120, 40, -35, 0, 0
0.057320, -6, 29, 0, 0
0.057520, 22, -12, 0, 0
0.057720, -6, 29, 0, 0
0.057928, -5, 3, 0, 0
0.058128, 39, 4, 0, 0
0.058328, -5, 3, 0, 0
0.058520, 0, -13, 0, 0
0.058720, -5, 3, 0, 0
0.058920, -6, 29, 0, 0
0.059122, -5, 3, 0, 0
0.059328, -5, 3, 0, 0
0.059530, 34, 200, 0, 0
0.059722, 0, -13, 0, 0
0.059928, 0, 0, 0, 0
0.060128, 7, -81, 0, 0
0.060320, 28, -2, 0, 0
0.060530, -6, 29, 0, 0
0.060728, -23, 38, 0, 0
0.060920, 6, -16, 0, 0
0.061128, 22, 0, 0, 0
0.061320, -5, 3, 0, 0
0.061522, 0, 0, 0, 0
0.061720, 0, 0, 0, 0
0.061920, -5, 3, 0, 0
0.062120, -45, 25, 0, 0
