0.000000, i_d, i_q, i_d_ref, i_q_ref
0.067328, 0, 0, 0, 0
0.067528, -5, 2, 0, 0
0.067730, -58, 89, 0, 0
0.067928, 39, 7, 0, 0
0.068128, -7, 15, 0, 0
0.068328, 41, -19, 0, 0
0.068530, -12, 18, 0, 0
0.068730, -2, 26, 0, 0
0.068928, -8, 28, 0, 0
0.069130, -8, 28, 0, 0
0.069330, -4, -10, 0, 0
0.069528, 5, -2, 0, 0
0.069730, -1, 13, 0, 0
0.069928, -1, 13, 0, 0
0.070128, -8, 28, 0, 0
0.070330, -53, 24, 0, 0
0.070530, -1, 13, 0, 0
0.070730, -2, 26, 0, 0
0.070928, 4, 10, 0, 0
0.071128, -5, 2, 0, 0
0.071330, 4, 10, 0, 0
0.071530, -11, 5, 0, 0
0.071730, -7, 15, 0, 0
0.071930, -8, 28, 0, 0
0.072130, -1, 13, 0, 0
0.072330, -7, 15, 0, 0
0.072528, -8, 28, 0, 0
0.072730, -4, -10, 0, 0
0.072928, -5, 2, 0, 0
0.073128, -6, 15, 0, 0
0.073330, -5, 2, 0, 0
0.073530, -18, 21, 0, 0
0.073728, -8, 28, 0, 0
0.073930, 0, 0, 0, 0
0.074128, -5, 2, 0, 0
0.074330, 9, 20, 0, 0
0.074528, -46, 8, 0, 0
0.074728, -2, 26, 0, 0
0.074930, -8, 28, 0, 0
0.075128, -8, 28, 0, 0
0.075328, -1, 12, 0, 0
0.075530, -2, 26, 0, 0
0.075728, 3, 23, 0, 0
0.075928, 9, 20, 0, 0
0.076128, -14, 31, 0, 0
0.076328, 40, -6, 0, 0
0.076530, 40, -6, 0, 0
0.076730, -5, 2, 0, 0
0.076928, 45, 3, 0, 0
0.077128, 11, -5, 0, 0
0.077330, -7, 15, 0, 0
0.077530, 42, -32, 0, 0
0.077728, -7, 15, 0, 0
0.077928, 0, 0, 0, 0
0.078130, -8, 28, 0, 0
0.078328, 3, 23, 0, 0
0.078530, -4, -10, 0, 0
0.078728, -7, 15, 0, 0
0.078930, 0, -6, 0, 0
0.079128, -8, 28, 0, 0
0.079328, -9, 104, 0, 0
0.079530, 6, -15, 0, 0
0.079728, 42, -32, 0, 0
0.079930, -8, 28, 0, 0
0.080128, -5, 2, 0, 0
0.080330, -8, 28, 0, 0
0.080528, 3, 23, 0, 0
0.080728, -5, 2, 0, 0
0.080930, -1, 13, 0, 0
0.081128, -11, 5, 0, 0
0.081330, -7, 28, 0, 0
0.081528, -15, 44, 0, 0
0.081728, 22, 1, 0, 0
0.081928, 41, -18, 0, 0
0.082128, -7, 15, 0, 0
0.082330, -7, 15, 0, 0
0.082530, 1, -13, 0, 0
0.082730, -7, 15, 0, 0
0.082930, 0, 0, 0, 0
0.083128, -7, 15, 0, 0
0.083330, -1, 13, 0, 0
0.083528, 28, 0, 0, 0
0.083728, -5, 2, 0, 0
0.083928, 10, 7, 0, 0
0.084128, -12, 11, 0, 0
0.084330, -7, 15, 0, 0
0.084528, -7, 15, 0, 0
0.084730, 11, -5, 0, 0
0.084928, 0, 0, 0, 0
0.085128, -8, 28, 0, 0
0.085330, -8, 28, 0, 0
0.085530, -33, 52, 0, 0
0.085728, -54, 99, 0, 0
0.085930, 5, -2, 0, 0
0.086130, -5, 2, 0, 0
0.086328, 9, 20, 0, 0
0.086528, -5, 2, 0, 0
0.086730, 11, -5, 0, 0
0.086928, -42, 31, 0, 0
0.087128, -7, 15, 0, 0
0.087330, 0, 0, 0, 0
0.087530, -7, 15, 0, 0
0.087728, 13, -18, 0, 0
0.087930, 9, 20, 0, 0
0.088128, -8, 28, 0, 0
0.088330, -2, 26, 0, 0
0.088528, 0, 0, 0, 0
0.088728, -8, 28, 0, 0
0.088930, 0, 0, 0, 0
0.089130, -20, 34, 0, 0
0.089330, 0, 0, 0, 0
0.089530, -5, 2, 0, 0
0.089730, -35, 16, 0, 0
0.089928, 8, -77, 0, 0
0.090130, 1, -13, 0, 0
0.090328, -4, -10, 0, 0
0.090528, -8, 28, 0, 0
0.090728, -5, 2, 0, 0
0.090930, -5, 2, 0, 0
0.091130, -8, 28, 0, 0
0.091330, 88, -41, 0, 0
0.091528, -4, -10, 0, 0
0.091728, -20, 34, 0, 0
0.091928, -5, 2, 0, 0
0.092130, -2, 26, 0, 0
0.092328, 40, -6, 0, 0
0.092530, 41, -19, 0, 0
0.092728, 4, 10, 0, 0
0.092928, -6, 9, 0, 0
0.093130, -1, 13, 0, 0
0.093328, -7, 15, 0, 0
0.093530, -2, 26, 0, 0
0.093730, 24, -17, 0, 0
0.093928, -4, -10, 0, 0
0.094130, -8, 28, 0, 0
0.094330, -46, 9, 0, 0
0.094528, 13, -80, 0, 0
0.094730, -1, 13, 0, 0
0.094928, 0, 0, 0, 0
0.095128, -4, -10, 0, 0
0.095330, -5, 2, 0, 0
0.095530, 0, 0, 0, 0
0.095728, -21, 47, 0, 0
0.095928, -14, 31, 0, 0
0.096128, -7, 15, 0, 0
0.096330, -5, 2, 0, 0
0.096528, 9, 20, 0, 0
0.096728, -12, 67, 0, 0
0.096930, -8, 28, 0, 0
0.097128, 39, 6, 0, 0
0.097330, 40, -6, 0, 0
0.097530, -1, 13, 0, 0
0.097730, 33, 71, 0, 0
0.097928, 39, 7, 0, 0
0.098128, 3, 23, 0, 0
0.098330, -8, 28, 0, 0
0.098528, -19, 20, 0, 0
0.098728, 39, 7, 0, 0
0.098928, -7, 15, 0, 0
0.099128, -37, -19, 0, 0
0.099330, -6, 9, 0, 0
0.099530, -4, -10, 0, 0
0.099730, -82, 38, 0, 0
0.099930, -5, 2, 0, 0
0.000128, -7, 15, 0, 0
0.000330, 10, -54, 0, 0
0.000528, -7, 15, 0, 0
0.000730, -4, -10, 0, 0
0.000930, -1, 13, 0, 0
0.001128, -7, 15, 0, 0
0.001328, -2, 26, 0, 0
0.001528, -5, 2, 0, 0
0.001728, -6, 15, 0, 0
0.001928, 0, 0, 0, 0
0.002130, -14, 31, 0, 0
0.002328, 39, 7, 0, 0
0.002528, -7, 15, 0, 0
0.002728, -8, 28, 0, 0
0.002930, -7, 15, 0, 0
0.003128, 0, 0, 0, 0
0.003328, -7, 15, 0, 0
0.003530, 39, 6, 0, 0
0.003728, -13, 18, 0, 0
0.003928, -2, 25, 0, 0
0.004128, -4, -10, 0, 0
0.004328, 1, -13, 0, 0
0.004528, 1, -12, 0, 0
0.004730, 3, 23, 0, 0
0.004928, 0, 0, 0, 0
0.005128, -1, 12, 0, 0
0.005328, -2, 25, 0, 0
0.005528, -14, 31, 0, 0
0.005730, 39, 6, 0, 0
0.005928, 0, 0, 0, 0
0.006128, -8, 28, 0, 0
0.006328, -5, 2, 0, 0
0.006530, -48, 35, 0, 0
0.006728, -5, 2, 0, 0
0.006930, 20, -34, 0, 0
0.007130, -7, 15, 0, 0
0.007328, 11, -5, 0, 0
0.007530, -84, 126, 0, 0
0.007728, -2, 25, 0, 0
0.007928, 20, -34, 0, 0
0.008130, 0, 0, 0, 0
0.008328, -15, 44, 0, 0
0.008528, -1, 13, 0, 0
0.008728, -1, 12, 0, 0
0.008930, 42, -32, 0, 0
0.009130, -4, -10, 0, 0
0.009328, -5, 2, 0, 0
0.009528, -1, 12, 0, 0
0.009728, -8, 28, 0, 0
0.009928, -4, -10, 0, 0
0.010128, -7, 15, 0, 0
0.010328, -243, 111, 0, 0
0.010528, -4, -10, 0, 0
0.010728, 9, 20, 0, 0
0.010928, 1, -12, 0, 0
0.011128, 11, -5, 0, 0
0.011328, 0, 0, 0, 0
0.011528, -3, -23, 0, 0
0.011728, 23, -10, 0, 0
0.011930, -1, 13, 0, 0
0.012130, -7, 15, 0, 0
0.012328, 7, -22, 0, 0
0.012528, -8, 28, 0, 0
0.012728, 1, -13, 0, 0
0.012930, 0, 0, 0, 0
0.013128, 2, -25, 0, 0
0.013330, -8, 28, 0, 0
0.013528, -7, 15, 0, 0
0.013728, -5, 2, 0, 0
0.013930, -7, 15, 0, 0
0.014128, 39, 7, 0, 0
0.014328, -7, 15, 0, 0
0.014530, -2, 26, 0, 0
0.014728, -61, 46, 0, 0
0.014928, -8, 28, 0, 0
0.015130, -1, 13, 0, 0
0.015328, -7, 15, 0, 0
0.015528, 27, 12, 0, 0
0.015728, -14, 37, 0, 0
0.015930, -5, 2, 0, 0
0.016128, 0, 0, 0, 0
0.016328, -4, -10, 0, 0
0.016528, -8, 28, 0, 0
0.016728, -4, -10, 0, 0
0.016930, -5, 2, 0, 0
0.017128, -7, 15, 0, 0
0.017328, -1, 12, 0, 0
0.017528, 39, 7, 0, 0
0.017728, -2, -36, 0, 0
0.017928, -7, 15, 0, 0
0.018128, -50, 54, 0, 0
0.018328, -35, 16, 0, 0
0.018528, -9, 35, 0, 0
0.018728, -7, 15, 0, 0
0.018928, -20, 34, 0, 0
0.019128, -4, -10, 0, 0
0.019328, -8, 28, 0, 0
0.019526, -5, 2, 0, 0
0.019730, -8, 28, 0, 0
0.019928, 3, 23, 0, 0
0.020128, -7, 15, 0, 0
0.020328, -17, 8, 0, 0
0.020528, 3, 23, 0, 0
0.020728, 41, -19, 0, 0
0.020928, -7, 15, 0, 0
0.021128, -18, 132, 0, 0
0.021328, 19, -21, 0, 0
0.021528, -14, 31, 0, 0
0.021726, -2, 25, 0, 0
0.021928, -14, 31, 0, 0
0.022126, -8, 28, 0, 0
0.022328, -19, 21, 0, 0
0.022530, -1, 13, 0, 0
0.022728, -5, 2, 0, 0
0.022928, 41, -18, 0, 0
0.023128, 5, -2, 0, 0
0.023328, 0, 0, 0, 0
0.023528, -13, 24, 0, 0
0.023728, -29, 13, 0, 0
0.023928, -5, 2, 0, 0
0.024128, -1, 13, 0, 0
0.024328, -7, 15, 0, 0
0.024528, -2, 26, 0, 0
0.024728, -7, 15, 0, 0
0.024928, 42, -31, 0, 0
0.025128, 0, 0, 0, 0
0.025328, 9, 20, 0, 0
0.025528, -5, 2, 0, 0
0.025728, 0, 0, 0, 0
0.025928, -2, 25, 0, 0
0.026128, -1, 12, 0, 0
0.026330, -2, 26, 0, 0
0.026528, -4, -10, 0, 0
0.026728, 0, 0, 0, 0
0.026928, 3, 23, 0, 0
0.027128, -2, 25, 0, 0
0.027328, -14, 31, 0, 0
0.027528, 0, 0, 0, 0
0.027730, -7, 15, 0, 0
0.027928, -1, 12, 0, 0
0.028128, -7, 15, 0, 0
0.028330, 4, 10, 0, 0
0.028528, -5, 2, 0, 0
0.028728, 39, 7, 0, 0
0.028928, 0, 0, 0, 0
0.029128, 7, -15, 0, 0
0.029328, -7, 15, 0, 0
0.029528, -4, -10, 0, 0
0.029728, 0, 0, 0, 0
0.029930, -8, 28, 0, 0
0.030128, 5, 59, 0, 0
0.030328, -5, 2, 0, 0
0.030528, 1, -12, 0, 0
0.030728, -5, 2, 0, 0
0.030930, 0, 0, 0, 0
0.031128, 0, 0, 0, 0
0.031330, 41, -19, 0, 0
0.031528, -5, 2, 0, 0
0.031728, -1, 12, 0, 0
0.031928, -7, 15, 0, 0
0.032130, -1, 13, 0, 0
0.032328, -25, 23, 0, 0
0.032528, -7, 15, 0, 0
0.032730, 1, -13, 0, 0
0.032928, -4, -10, 0, 0
0.033128, -12, 129, 0, 0
0.033328, -7, 15, 0, 0
0.033528, -4, -10, 0, 0
0.033728, 0, 0, 0, 0
0.033930, -8, 28, 0, 0
0.034128, 9, 20, 0, 0
0.034328, -5, 2, 0, 0
0.034528, -5, 2, 0, 0
0.034728, -20, 34, 0, 0
0.034928, 7, -77, 0, 0
0.035128, -1, 12, 0, 0
0.035328, -2, 25, 0, 0
0.035530, -18, 21, 0, 0
0.035728, -14, 31, 0, 0
0.035930, -1, 12, 0, 0
0.036128, -5, 2, 0, 0
0.036328, -7, 15, 0, 0
0.036530, -2, 26, 0, 0
0.036730, -5, 2, 0, 0
0.036930, -20, 34, 0, 0
0.037128, 5, -114, 0, 0
0.037328, -4, -10, 0, 0
0.037528, -2, 25, 0, 0
0.037730, 3, 23, 0, 0
0.037928, 41, -18, 0, 0
0.038128, -2, 25, 0, 0
0.038328, -4, -10, 0, 0
0.038528, -5, 2, 0, 0
0.038728, -3, -29, 0, 0
0.038928, -50, 47, 0, 0
0.039130, -26, 49, 0, 0
0.039330, -7, 15, 0, 0
0.039528, 0, 0, 0, 0
0.039728, -5, 2, 0, 0
0.039928, 113, -50, 0, 0
0.040128, -1, 12, 0, 0
0.040328, 40, -5, 0, 0
0.040528, -8, 28, 0, 0
0.040728, -61, 101, 0, 0
0.040928, -5, 2, 0, 0
0.041128, 39, 7, 0, 0
0.041328, -1, 12, 0, 0
0.041528, 25, 25, 0, 0
0.041726, -19, 20, 0, 0
0.041928, -1, 12, 0, 0
0.042128, -7, 15, 0, 0
0.042328, -2, 25, 0, 0
0.042528, -14, 31, 0, 0
0.042728, -5, 2, 0, 0
0.042928, -5, 2, 0, 0
0.043128, -8, 28, 0, 0
0.043328, -5, 2, 0, 0
0.043528, -38, 42, 0, 0
0.043728, -2, 25, 0, 0
0.043928, -5, 2, 0, 0
0.044128, 13, -179, 0, 0
0.044328, -5, 2, 0, 0
0.044528, -4, -10, 0, 0
0.044728, -7, 15, 0, 0
0.044930, -7, 15, 0, 0
0.045330, -1, 13, 0, 0
0.045528, 100, -46, 0, 0
0.045730, 1, -13, 0, 0
0.045928, -101, 45, 0, 0
0.046128, -1, 12, 0, 0
0.046328, 17, -8, 0, 0
0.046528, -4, -10, 0, 0
0.046728, 33, 71, 0, 0
0.046926, -16, 44, 0, 0
0.047128, 5, -2, 0, 0
0.047328, 0, 0, 0, 0
0.047528, -5, 2, 0, 0
0.047730, 5, -2, 0, 0
0.047930, -2, 26, 0, 0
0.048128, -5, 2, 0, 0
0.048328, -50, 47, 0, 0
0.048528, 13, -18, 0, 0
0.048728, -7, 15, 0, 0
0.048928, -7, 15, 0, 0
0.049128, -48, 34, 0, 0
0.049328, -54, 99, 0, 0
0.049528, 5, -2, 0, 0
0.049728, -12, 129, 0, 0
0.049928, -19, 21, 0, 0
0.050128, -19, 21, 0, 0
0.050328, 0, 0, 0, 0
0.050528, -7, 15, 0, 0
0.050728, -33, 52, 0, 0
0.050928, -8, 28, 0, 0
0.051128, -30, 151, 0, 0
0.051328, 39, 7, 0, 0
0.051528, -8, 28, 0, 0
0.051730, -5, 2, 0, 0
0.051928, -47, 21, 0, 0
0.052128, -5, 2, 0, 0
0.052328, -8, 28, 0, 0
0.052528, -7, 15, 0, 0
0.052728, -7, 15, 0, 0
0.052928, -7, 15, 0, 0
0.053128, -24, 23, 0, 0
0.053328, -4, -10, 0, 0
0.053528, 9, 20, 0, 0
0.053728, 190, -85, 0, 0
0.053930, -5, 2, 0, 0
0.054130, -1, 13, 0, 0
0.054328, 6, -64, 0, 0
0.054526, -8, 28, 0, 0
0.054728, 0, 0, 0, 0
0.054930, -5, 2, 0, 0
0.055128, -7, 15, 0, 0
0.055328, 4, 10, 0, 0
0.055528, -5, 2, 0, 0
0.055728, -1, 12, 0, 0
0.055928, 4, 10, 0, 0
0.056130, -17, 8, 0, 0
0.056328, 0, 0, 0, 0
0.056528, -1, 12, 0, 0
0.056726, 32, 16, 0, 0
0.056930, 41, -19, 0, 0
0.057128, -1, 12, 0, 0
0.057330, -5, 2, 0, 0
0.057528, -1, 12, 0, 0
0.057730, -17, 8, 0, 0
0.057928, -13, 18, 0, 0
0.058128, -7, 15, 0, 0
0.058328, -7, 15, 0, 0
0.058530, -2, 26, 0, 0
0.058726, -29, 111, 0, 0
0.058928, -5, 2, 0, 0
0.059128, -17, 7, 0, 0
0.059328, -4, -10, 0, 0
0.059528, 10, 7, 0, 0
0.059728, -1, 12, 0, 0
0.059928, 20, -34, 0, 0
0.060128, -7, 15, 0, 0
0.060328, -1, 13, 0, 0
0.060528, -7, 15, 0, 0
0.060728, -8, 28, 0, 0
0.060928, -5, 2, 0, 0
0.061128, 0, 0, 0, 0
0.061330, 9, 20, 0, 0
0.061528, -5, 2, 0, 0
0.061728, 13, -18, 0, 0
0.061928, -7, 15, 0, 0
0.062128, 0, 0, 0, 0
0.062326, 3, 23, 0, 0
0.062528, 60, -40, 0, 0
0.062728, -5, 2, 0, 0
0.062928, -4, -10, 0, 0
0.063128, -7, 15, 0, 0
0.063328, -21, 46, 0, 0
0.063528, 10, 7, 0, 0
0.063728, 10, 7, 0, 0
0.063930, -7, 15, 0, 0
0.064128, -1, 12, 0, 0
0.064328, 1, -12, 0, 0
0.064528, -4, -10, 0, 0
0.064728, -5, 2, 0, 0
0.064928, -7, 15, 0, 0
0.065128, -20, 33, 0, 0
0.065328, -8, 28, 0, 0
0.065528, -8, 28, 0, 0
0.065728, -7, 15, 0, 0
0.065928, -7, 15, 0, 0
0.066130, 0, 0, 0, 0
0.066328, -5, 2, 0, 0
0.066528, -5, 2, 0, 0
0.066728, 0, 0, 0, 0
0.066928, -4, -10, 0, 0
0.067128, -2, 25, 0, 0
0.067328, -2, 25, 0, 0
0.067528, -20, 34, 0, 0
0.067730, -8, 28, 0, 0
0.067930, -19, 34, 0, 0
0.068128, -2, 25, 0, 0
0.068328, -21, 46, 0, 0
0.068528, -7, 15, 0, 0
0.068728, -7, 15, 0, 0
0.068928, -2, -36, 0, 0
0.069128, -7, 15, 0, 0
0.069328, 1, -12, 0, 0
0.069528, -5, 2, 0, 0
0.069730, -1, 13, 0, 0
0.069926, 5, -2, 0, 0
0.070128, -13, 18, 0, 0
0.070328, -7, 15, 0, 0
0.070528, -23, 10, 0, 0
0.070728, 1, -12, 0, 0
0.070928, 5, -2, 0, 0
0.071126, -5, 2, 0, 0
0.071328, -8, 28, 0, 0
0.071526, -8, 28, 0, 0
0.071728, -5, 2, 0, 0
0.071928, -2, 26, 0, 0
0.072128, 41, -18, 0, 0
0.072330, -5, 2, 0, 0
0.072528, 10, 7, 0, 0
0.072728, -5, 2, 0, 0
0.072928, -5, 2, 0, 0
0.073128, -4, -10, 0, 0
0.073328, -7, 15, 0, 0
0.073528, -4, -10, 0, 0
0.073728, -5, 2, 0, 0
0.073928, -2, 25, 0, 0
0.074128, -7, 15, 0, 0
0.074328, 41, -18, 0, 0
0.074530, -1, 13, 0, 0
0.074728, 4, 10, 0, 0
0.074928, 0, 0, 0, 0
0.075130, -1, 13, 0, 0
0.075328, 9, 20, 0, 0
0.075528, -1, 12, 0, 0
0.075728, 0, 6, 0, 0
0.075928, 28, 0, 0, 0
0.076126, -8, 28, 0, 0
0.076326, -7, 15, 0, 0
0.076528, -104, 71, 0, 0
0.076730, -4, -10, 0, 0
0.076928, 89, -40, 0, 0
0.077128, -7, 15, 0, 0
0.077328, 9, 20, 0, 0
0.077528, 0, 0, 0, 0
0.077730, 0, 0, 0, 0
0.077928, 9, 20, 0, 0
0.078128, 11, 1, 0, 0
0.078328, -4, -10, 0, 0
0.078528, -8, 28, 0, 0
0.078728, 41, -18, 0, 0
0.078928, -5, 2, 0, 0
0.079128, 11, -5, 0, 0
0.079328, 40, -5, 0, 0
0.079526, -5, 2, 0, 0
0.079728, -2, -36, 0, 0
0.079930, -46, -53, 0, 0
0.080128, 5, -2, 0, 0
0.080328, -9, 97, 0, 0
0.080530, 53, -31, 0, 0
0.080728, 1, -75, 0, 0
0.080928, 50, -47, 0, 0
0.081128, -5, 2, 0, 0
0.081328, -5, 2, 0, 0
0.081528, -5, 2, 0, 0
0.081728, 7, -15, 0, 0
0.081928, -36, 29, 0, 0
0.082128, 0, 0, 0, 0
0.082328, 41, -18, 0, 0
0.082728, 0, 0, 0, 0
0.082928, -2, 25, 0, 0
0.083128, -1, 12, 0, 0
0.083328, -13, 129, 0, 0
0.083530, -5, 2, 0, 0
0.083728, -20, 34, 0, 0
0.083928, -5, 2, 0, 0
0.084128, 23, -10, 0, 0
0.084328, -14, 31, 0, 0
0.084526, -1, 12, 0, 0
0.084728, -5, 2, 0, 0
0.084928, -8, 28, 0, 0
0.085128, -8, 28, 0, 0
0.085330, -2, 26, 0, 0
0.085528, -1, 12, 0, 0
0.085728, -5, 2, 0, 0
0.085930, 113, -66, 0, 0
0.086128, 3, 23, 0, 0
0.086330, -2, 26, 0, 0
0.086528, -1, 12, 0, 0
0.086728, 5, -2, 0, 0
0.086928, -19, 20, 0, 0
0.087128, 0, 0, 0, 0
0.087328, -5, 2, 0, 0
0.087528, -6, 9, 0, 0
0.087728, 24, -24, 0, 0
0.087928, -7, 15, 0, 0
0.088128, 41, -18, 0, 0
0.088328, -8, 28, 0, 0
0.088528, 41, -18, 0, 0
0.088728, 13, -18, 0, 0
0.088928, 4, 10, 0, 0
0.089128, -2, 25, 0, 0
0.089328, -5, 2, 0, 0
0.089528, 3, 23, 0, 0
0.089728, -31, 26, 0, 0
0.089928, 4, 10, 0, 0
0.090128, -7, 15, 0, 0
0.090328, -8, 28, 0, 0
0.090528, -144, 77, 0, 0
0.090728, 0, 0, 0, 0
0.090926, -5, 2, 0, 0
0.091128, -1, 12, 0, 0
0.091328, -5, 2, 0, 0
0.091528, -13, 18, 0, 0
0.091728, -1, 12, 0, 0
0.091928, -7, 15, 0, 0
0.092128, 0, 0, 0, 0
0.092328, 39, 7, 0, 0
0.092528, -2, 25, 0, 0
0.092728, -21, 47, 0, 0
0.092928, 3, 23, 0, 0
0.093126, -1, 12, 0, 0
0.093326, 1, -12, 0, 0
0.093528, 1, -12, 0, 0
0.093726, -5, 2, 0, 0
0.093928, 2, -75, 0, 0
0.094128, -4, -10, 0, 0
0.094326, -7, 15, 0, 0
0.094528, -1, 12, 0, 0
0.094728, -19, 21, 0, 0
0.094926, -7, 15, 0, 0
0.095128, 3, 23, 0, 0
0.095328, 0, 0, 0, 0
0.095528, 39, 7, 0, 0
0.095728, -1, 12, 0, 0
0.096128, -5, 2, 0, 0
0.096328, -5, 2, 0, 0
0.096526, -1, 12, 0, 0
0.096728, -21, 46, 0, 0
0.096928, -5, 2, 0, 0
0.097128, -8, 28, 0, 0
0.097326, -7, 15, 0, 0
0.097530, -4, -10, 0, 0
0.097728, -5, 2, 0, 0
0.097928, -2, 25, 0, 0
0.098126, 5, 3, 0, 0
0.098328, -2, 25, 0, 0
0.098528, 19, -83, 0, 0
0.098728, -8, 28, 0, 0
0.098928, 3, 23, 0, 0
0.099128, 5, -2, 0, 0
0.099330, -7, 15, 0, 0
0.099528, -8, 28, 0, 0
0.099728, 7, -15, 0, 0
0.099928, 0, 0, 0, 0
0.000128, -19, 21, 0, 0
0.000326, 53, -73, 0, 0
0.000528, -7, 15, 0, 0
0.000728, -1, 12, 0, 0
0.001128, -4, -10, 0, 0
0.001328, -8, 28, 0, 0
0.001528, -5, 2, 0, 0
0.001728, -13, 18, 0, 0
0.001928, -7, 15, 0, 0
0.002128, -4, -10, 0, 0
0.002328, -5, 2, 0, 0
0.002528, -2, 25, 0, 0
0.002728, -7, 15, 0, 0
0.002928, -7, 15, 0, 0
0.003128, -5, 2, 0, 0
0.003328, -13, 18, 0, 0
0.003528, 10, 7, 0, 0
0.003728, -8, 28, 0, 0
0.003928, -2, 25, 0, 0
0.004128, 0, 0, 0, 0
0.004328, 36, 33, 0, 0
0.004528, -26, 36, 0, 0
0.004728, 3, 23, 0, 0
0.004928, 0, 0, 0, 0
0.005128, 11, -5, 0, 0
0.005328, -4, -10, 0, 0
0.005528, -149, 81, 0, 0
0.005726, -2, 25, 0, 0
0.005928, -7, 15, 0, 0
0.006128, -5, 2, 0, 0
0.006328, -8, 28, 0, 0
0.006528, -1, 12, 0, 0
0.006728, 0, 0, 0, 0
0.006928, -4, -10, 0, 0
0.007128, 25, -23, 0, 0
0.007326, -13, 116, 0, 0
0.007528, 0, 0, 0, 0
0.007728, -7, 15, 0, 0
0.007928, 4, 16, 0, 0
0.008128, 43, -31, 0, 0
0.008328, 39, 7, 0, 0
0.008528, 0, 0, 0, 0
0.008728, -8, 28, 0, 0
0.008928, 5, -2, 0, 0
0.009128, -4, -10, 0, 0
0.009328, -8, 28, 0, 0
0.009528, -38, 41, 0, 0
0.009728, 41, -18, 0, 0
0.009928, 0, 0, 0, 0
0.010128, -2, 25, 0, 0
0.010328, 93, -80, 0, 0
0.010528, -7, 15, 0, 0
0.010728, 43, -31, 0, 0
0.010928, -5, 2, 0, 0
0.011126, -34, 2, 0, 0
0.011328, -8, 28, 0, 0
0.011528, 1, -13, 0, 0
0.011728, 1, -12, 0, 0
0.011928, -4, -10, 0, 0
0.012128, -5, 2, 0, 0
0.012328, 0, 0, 0, 0
0.012526, 27, 12, 0, 0
0.012728, -1, 13, 0, 0
0.012928, 2, -25, 0, 0
0.013126, -1, 12, 0, 0
0.013328, -8, 28, 0, 0
0.013528, -7, 15, 0, 0
0.013728, -45, -54, 0, 0
0.013928, -47, 21, 0, 0
0.014128, -5, 2, 0, 0
0.014328, -2, -29, 0, 0
0.014528, -4, -10, 0, 0
0.014728, 39, 7, 0, 0
0.014928, -8, 28, 0, 0
0.015128, -1, 12, 0, 0
0.015328, -5, 2, 0, 0
0.015528, -4, -10, 0, 0
0.015726, -8, 127, 0, 0
0.015928, -11, 5, 0, 0
0.016128, 40, -5, 0, 0
0.016328, 1, -12, 0, 0
0.016526, -2, 25, 0, 0
0.016728, -19, 20, 0, 0
0.016928, 11, -5, 0, 0
0.017128, -14, 80, 0, 0
0.017326, -150, 78, 0, 0
0.017528, -17, 8, 0, 0
0.017726, -5, 2, 0, 0
0.017928, -5, 2, 0, 0
0.018130, -5, 2, 0, 0
0.018326, 2, -25, 0, 0
0.018528, -4, -10, 0, 0
0.018728, -5, -3, 0, 0
0.018928, -1, 12, 0, 0
0.019126, -22, 46, 0, 0
0.019328, 10, 7, 0, 0
0.019528, 39, 7, 0, 0
0.019726, -4, -10, 0, 0
0.019926, -19, 20, 0, 0
0.020128, -7, 15, 0, 0
0.020328, -5, 2, 0, 0
0.020526, -5, 2, 0, 0
0.020730, 5, -2, 0, 0
0.020926, 0, 0, 0, 0
0.021126, 0, 0, 0, 0
0.021328, 0, 0, 0, 0
0.021526, -2, 25, 0, 0
0.021726, 0, 0, 0, 0
0.021928, -8, 28, 0, 0
0.022128, -4, -10, 0, 0
0.022328, 14, -31, 0, 0
0.022528, -25, 23, 0, 0
0.022728, 11, -5, 0, 0
0.022928, 0, 0, 0, 0
0.023126, -7, 15, 0, 0
0.023328, 0, 0, 0, 0
0.023526, 40, -54, 0, 0
0.023728, 7, -15, 0, 0
0.023926, 3, 23, 0, 0
0.024128, 0, 0, 0, 0
0.024328, -5, 2, 0, 0
0.024528, 9, -90, 0, 0
0.024726, 0, 0, 0, 0
0.024928, 0, 0, 0, 0
0.025126, -1, 12, 0, 0
0.025326, 38, 7, 0, 0
0.025528, -5, 2, 0, 0
0.025726, -8, 28, 0, 0
0.025928, 7, -15, 0, 0
0.026128, 47, -21, 0, 0
0.026326, -8, 28, 0, 0
0.026528, 4, 10, 0, 0
0.026728, -2, 25, 0, 0
0.026928, 1, -12, 0, 0
0.027130, -8, 28, 0, 0
0.027328, -1, 12, 0, 0
0.027526, -2, 25, 0, 0
0.027728, 0, 0, 0, 0
0.027926, 0, 0, 0, 0
0.028128, -1, 12, 0, 0
0.028328, -8, 28, 0, 0
0.028528, -7, 15, 0, 0
0.028728, -13, 18, 0, 0
0.028928, -5, 2, 0, 0
0.029128, -30, 236, 0, 0
0.029328, -2, 25, 0, 0
0.029528, 11, -5, 0, 0
0.029728, -2, 25, 0, 0
0.029926, -8, 28, 0, 0
0.030126, -8, 28, 0, 0
0.030328, -5, 2, 0, 0
0.030528, -2, 25, 0, 0
0.030728, -4, -10, 0, 0
0.030928, 13, -18, 0, 0
0.031128, 135, -48, 0, 0
0.031328, -7, 15, 0, 0
0.031528, -1, 12, 0, 0
0.031728, -5, 2, 0, 0
0.031928, -21, 46, 0, 0
0.032128, 9, 20, 0, 0
